Movie,Mean,Std,Min,Max,Sample,Actual
356.0,4.038461538461538,0.9973337235915658,0.5,5.0,65.0,4.164133738601824
318.0,4.365079365079365,0.7138446610085352,2.0,5.0,63.0,4.429022082018927
296.0,4.081967213114754,0.9883764127857614,1.0,5.0,61.0,4.197068403908795
593.0,4.181818181818182,0.9551945844773598,0.5,5.0,55.0,4.161290322580645
2571.0,4.072727272727272,1.2410339597513833,0.5,5.0,55.0,4.192446043165468
260.0,4.39,0.77,2.0,5.0,50.0,4.231075697211155
480.0,3.7872340425531914,0.8363082556184488,2.0,5.0,47.0,3.75
110.0,4.01063829787234,1.064361569215384,0.5,5.0,47.0,4.031645569620253
589.0,4.068181818181818,0.6622182856515211,2.5,5.0,44.0,3.970982142857143
527.0,4.193181818181818,0.9606810385613114,0.5,5.0,44.0,4.225
2959.0,4.058139534883721,1.0794556246767606,0.5,5.0,43.0,4.272935779816514
1.0,3.755813953488372,0.9299418150294048,0.5,5.0,43.0,3.9209302325581397
1196.0,4.416666666666667,0.5660711156175591,3.0,5.0,42.0,4.2156398104265405
50.0,4.3,0.8717797887081347,1.0,5.0,40.0,4.237745098039215
2858.0,4.1375,1.0061529456300369,1.0,5.0,40.0,4.056372549019608
47.0,3.8125,1.0227872457163318,0.5,5.0,40.0,3.9753694581280787
780.0,3.5125,0.7287617923574204,2.0,5.0,40.0,3.4455445544554455
150.0,3.9625,0.832071962032131,2.0,5.0,40.0,3.845771144278607
1198.0,4.35,0.6819090848492928,2.5,5.0,40.0,4.2075
4993.0,4.141025641025641,0.9932381511921314,1.0,5.0,39.0,4.106060606060606
1210.0,4.384615384615385,0.6646913536828575,3.0,5.0,39.0,4.137755102040816
858.0,4.144736842105263,0.9590832707443117,1.5,5.0,38.0,4.2890625
457.0,4.105263157894737,0.6605210735795334,3.0,5.0,38.0,3.9921052631578946
592.0,3.581081081081081,0.7307300451132851,2.0,5.0,37.0,3.4285714285714284
2028.0,4.351351351351352,0.6764860005829095,2.0,5.0,37.0,4.1462765957446805
5952.0,3.9594594594594597,1.0025533508644004,1.0,5.0,37.0,4.0212765957446805
7153.0,4.04054054054054,1.0357030408843093,1.0,5.0,37.0,4.118918918918919
588.0,3.8194444444444446,1.081105258634382,0.5,5.0,36.0,3.7923497267759565
608.0,4.027777777777778,0.8328702416980527,2.0,5.0,36.0,4.116022099447513
2762.0,3.857142857142857,1.1056441469079628,0.5,5.0,35.0,3.893854748603352
380.0,3.3857142857142857,0.9341590128155323,0.5,5.0,35.0,3.497191011235955
32.0,3.8857142857142857,0.7278708115918283,2.0,5.0,35.0,3.983050847457627
364.0,3.8970588235294117,0.855599306340521,2.0,5.0,34.0,3.941860465116279
377.0,3.514705882352941,0.9033051575256595,1.5,5.0,34.0,3.5292397660818713
1270.0,4.0,0.8993461677306268,1.0,5.0,34.0,4.038011695906433
3578.0,4.029411764705882,0.8739798798884486,1.5,5.0,34.0,3.9382352941176473
4306.0,3.6911764705882355,0.9852941176470589,1.0,5.0,34.0,3.8676470588235294
1580.0,3.393939393939394,0.9025013704142686,1.5,5.0,33.0,3.487878787878788
590.0,4.046875,0.6887417762666934,2.0,5.0,32.0,3.8353658536585367
648.0,3.890625,0.6929824019230214,3.0,5.0,32.0,3.537037037037037
344.0,3.15625,1.0416145820311848,1.0,5.0,32.0,3.040372670807453
4226.0,3.935483870967742,0.8205224091598002,1.5,5.0,31.0,4.122641509433962
367.0,3.5,0.9755064854862865,1.0,5.0,31.0,3.1847133757961785
6539.0,3.913793103448276,0.8516613127743772,2.0,5.0,29.0,3.778523489932886
58559.0,4.310344827586207,0.8031596344035941,2.0,5.0,29.0,4.238255033557047
595.0,3.9310344827586206,0.8275862068965516,3.0,5.0,29.0,3.7705479452054793
1214.0,3.896551724137931,1.0778275591784678,0.5,5.0,29.0,3.969178082191781
1036.0,3.689655172413793,0.7702864794375405,2.0,5.0,29.0,3.8620689655172415
165.0,3.732142857142857,0.7255803447825016,2.0,5.0,28.0,3.5555555555555554
500.0,3.232142857142857,0.8606698269489923,1.0,5.0,28.0,3.388888888888889
1265.0,3.5892857142857144,0.945417249424932,1.0,5.0,28.0,3.944055944055944
79132.0,4.0,1.026436275942851,0.5,5.0,28.0,4.066433566433567
1197.0,4.392857142857143,0.8276164447326047,2.0,5.0,28.0,4.232394366197183
1704.0,3.9642857142857144,0.9251309890706155,1.0,5.0,28.0,4.078014184397163
6377.0,3.8392857142857144,0.8665775398964949,0.5,5.0,28.0,3.9609929078014185
316.0,3.482142857142857,0.8709820284469428,2.0,5.0,28.0,3.375
1291.0,4.089285714285714,0.8243349205416995,1.0,5.0,28.0,4.046428571428572
1721.0,3.6607142857142856,1.0269021673092766,0.5,5.0,28.0,3.414285714285714
2628.0,3.1607142857142856,1.0526630466563924,1.0,5.0,28.0,3.107142857142857
153.0,2.9444444444444446,0.8854098583616237,1.0,5.0,27.0,2.9160583941605838
1136.0,4.166666666666667,0.769800358919501,2.5,5.0,27.0,4.161764705882353
597.0,3.4814814814814814,0.821938556339709,2.0,5.0,27.0,3.4851851851851854
231.0,3.480769230769231,1.1391694784322988,1.0,5.0,26.0,3.0601503759398496
293.0,4.019230769230769,0.6120704024169057,3.0,5.0,26.0,4.018796992481203
1193.0,4.3076923076923075,0.5896042198752266,3.0,5.0,26.0,4.203007518796992
3793.0,3.923076923076923,0.6890951102757277,2.0,5.0,26.0,3.699248120300752
10.0,3.4038461538461537,0.9304592618002265,1.0,5.0,26.0,3.496212121212121
4886.0,3.8846153846153846,0.6976291210468097,1.5,5.0,26.0,3.871212121212121
1089.0,4.134615384615385,0.7790241961741959,2.0,5.0,26.0,4.202290076335878
1240.0,4.0576923076923075,0.8585197802134505,1.0,5.0,26.0,3.8969465648854964
6874.0,3.826923076923077,1.0372143507816771,0.5,5.0,26.0,3.9618320610687023
7361.0,4.096153846153846,0.8206380112827641,2.0,5.0,26.0,4.1603053435114505
1221.0,4.3,0.7071067811865476,2.5,5.0,25.0,4.25968992248062
2329.0,4.04,0.72,2.5,5.0,25.0,4.217054263565892
34.0,3.66,1.09288608738514,1.0,5.0,25.0,3.65234375
1200.0,3.62,1.1338430226446694,1.0,5.0,25.0,3.9642857142857144
1213.0,4.08,0.8084553172563095,2.0,5.0,25.0,4.25
1682.0,3.54,1.0575443253121828,0.5,5.0,25.0,3.812
8961.0,3.48,1.0244998779892558,0.5,5.0,25.0,3.836
541.0,4.145833333333333,0.8836379191853538,2.0,5.0,24.0,4.100806451612903
736.0,3.1041666666666665,0.9893091725486471,1.0,5.0,24.0,3.321138211382114
4995.0,4.020833333333333,0.8475352336169998,1.0,5.0,24.0,4.0
1097.0,4.104166666666667,0.923976535897362,1.5,5.0,24.0,3.7663934426229506
5349.0,3.6875,1.0783136912172946,0.5,5.0,24.0,3.540983606557377
733.0,3.5625,0.9049919428738946,1.0,5.0,24.0,3.6404958677685952
2683.0,3.0833333333333335,1.0069204977995476,0.5,4.5,24.0,3.1983471074380163
1206.0,4.208333333333333,0.9673488971869917,1.5,5.0,24.0,3.995833333333333
2716.0,3.6458333333333335,0.9733871988519722,1.5,5.0,24.0,3.775
4973.0,3.9791666666666665,1.1944242569353467,0.5,5.0,24.0,4.183333333333334
5445.0,3.8125,0.6260408000548633,2.0,5.0,24.0,3.6375
1073.0,3.8260869565217392,1.0795399146030553,0.5,5.0,23.0,3.8739495798319328
4963.0,4.043478260869565,0.606361986129624,3.0,5.0,23.0,3.8445378151260505
586.0,2.8260869565217392,0.7314175583156837,1.0,4.0,23.0,2.9956896551724137
1527.0,3.8043478260869565,0.7624207789891383,2.0,5.0,23.0,3.7456896551724137
33794.0,3.8260869565217392,0.9736606815895084,2.0,5.0,23.0,3.8620689655172415
208.0,2.6956521739130435,0.9861996714968484,1.0,4.0,23.0,2.9130434782608696
587.0,3.3260869565217392,0.8673885801417394,2.0,5.0,23.0,3.4347826086956523
5989.0,3.9782608695652173,0.8272303300191499,2.0,5.0,23.0,3.9217391304347826
1968.0,3.75,0.7190587281616534,2.0,5.0,22.0,3.7787610619469025
185.0,3.159090909090909,0.8710803589425818,2.0,5.0,22.0,3.0401785714285716
5418.0,3.7954545454545454,1.0939824133235219,0.5,5.0,22.0,3.8169642857142856
3147.0,4.204545454545454,0.8347439851003162,2.5,5.0,22.0,4.148648648648648
2.0,3.5454545454545454,0.8105706590966822,1.5,5.0,22.0,3.4318181818181817
349.0,3.6818181818181817,0.6997638326518479,3.0,5.0,22.0,3.6045454545454545
3996.0,4.090909090909091,0.778056489482895,2.5,5.0,22.0,3.8363636363636364
7438.0,3.7045454545454546,1.2122395775540533,0.5,5.0,22.0,3.868181818181818
253.0,3.3095238095238093,1.0631958838936242,1.0,5.0,21.0,3.458715596330275
924.0,3.619047619047619,1.2526615655205624,1.0,5.0,21.0,3.8944954128440368
1258.0,4.142857142857143,0.773717943298663,2.0,5.0,21.0,4.08256880733945
2918.0,3.738095238095238,0.8946806775264732,1.5,5.0,21.0,3.8394495412844036
4878.0,3.619047619047619,1.2993108237754527,0.5,5.0,21.0,3.981651376146789
329.0,3.3095238095238093,0.9060141709733547,2.0,5.0,21.0,3.3935185185185186
2115.0,3.761904761904762,0.8254731344457008,2.0,5.0,21.0,3.638888888888889
1208.0,4.0476190476190474,0.8438116736509214,2.0,5.0,21.0,4.219626168224299
4896.0,3.7857142857142856,0.8247860988423226,1.5,5.0,21.0,3.7616822429906542
48516.0,4.0,0.9636241116594315,1.0,5.0,21.0,4.252336448598131
539.0,3.380952380952381,0.81510679850589,1.0,5.0,21.0,3.4716981132075473
1732.0,3.9761904761904763,1.3226613726029668,0.5,5.0,21.0,3.9245283018867925
1923.0,3.8095238095238093,1.051939144494025,1.5,5.0,21.0,3.676190476190476
68954.0,4.023809523809524,0.6982322999340561,2.0,5.0,21.0,4.004761904761905
39.0,3.325,0.9522998477370456,1.0,5.0,20.0,3.293269230769231
111.0,4.1,0.7348469228349533,2.0,5.0,20.0,4.105769230769231
223.0,3.825,1.0280442597476043,1.0,5.0,20.0,3.855769230769231
60069.0,3.975,0.7327175444876423,2.0,5.0,20.0,4.0576923076923075
161.0,3.3,0.5338539126015656,2.0,4.0,20.0,3.6359223300970873
357.0,3.425,1.1966097943774319,0.5,5.0,20.0,3.5194174757281553
2706.0,3.6,0.7842193570679061,2.0,5.0,20.0,3.378640776699029
6.0,3.925,0.5973901572674261,3.0,5.0,20.0,3.946078431372549
778.0,4.05,0.5678908345800274,3.0,5.0,20.0,4.03921568627451
1222.0,3.925,1.1540688887583792,1.0,5.0,20.0,4.098039215686274
5816.0,3.6,1.2103718436910205,0.5,5.0,20.0,3.5980392156862746
292.0,3.75,0.7158910531638176,2.5,5.0,20.0,3.4257425742574257
434.0,3.25,0.8874119674649424,2.0,5.0,20.0,3.0346534653465347
454.0,3.625,0.5889609494694873,2.5,5.0,20.0,3.5346534653465347
912.0,4.375,0.6098155458825234,3.0,5.0,20.0,4.24
1517.0,3.7,0.8276472678623424,2.0,5.0,20.0,3.535
4022.0,3.75,0.82915619758885,2.0,5.0,20.0,3.7
44191.0,3.875,1.0473180032826706,0.5,5.0,20.0,3.885
104.0,3.210526315789474,1.0676559355316209,1.0,5.0,19.0,3.4393939393939394
2997.0,4.026315789473684,0.6781104593013223,2.5,5.0,19.0,3.9545454545454546
339.0,3.9210526315789473,0.7654231353815256,3.0,5.0,19.0,3.4693877551020407
750.0,4.2105263157894735,0.8478422996624743,2.0,5.0,19.0,4.268041237113402
1617.0,3.763157894736842,0.9782963313390056,2.0,5.0,19.0,4.061855670103093
2987.0,3.763157894736842,1.080550798297253,1.0,5.0,19.0,3.5721649484536084
3114.0,3.8421052631578947,0.8743814592545343,2.0,5.0,19.0,3.8608247422680413
72998.0,3.6315789473684212,0.9437063724758478,2.0,5.0,19.0,3.6030927835051547
1784.0,3.736842105263158,1.162669580756554,0.5,5.0,19.0,3.6979166666666665
1961.0,4.0,0.7608859102526822,2.0,5.0,19.0,3.8072916666666665
3949.0,3.526315789473684,1.473214210766148,0.5,5.0,19.0,3.921875
6365.0,3.6315789473684212,0.9153961647855835,1.0,5.0,19.0,3.3541666666666665
2502.0,4.0,1.0274023338281628,2.0,5.0,18.0,4.090425531914893
4027.0,3.5277777777777777,1.2853039223621416,0.5,5.0,18.0,3.8085106382978724
59315.0,3.4444444444444446,1.1653431646335017,0.5,5.0,18.0,3.824468085106383
551.0,3.5,1.3642254619787417,0.5,5.0,18.0,3.553763440860215
4011.0,4.111111111111111,0.773799348732451,3.0,5.0,18.0,4.155913978494624
8368.0,3.6944444444444446,0.8017149827589894,2.0,5.0,18.0,3.913978494623656
288.0,3.361111111111111,0.8131822871280249,2.0,5.0,18.0,3.233695652173913
919.0,3.8333333333333335,1.0671873729054748,1.5,5.0,18.0,3.880434782608696
1917.0,3.138888888888889,1.011126373511183,1.0,5.0,18.0,3.0543478260869565
2355.0,3.6666666666666665,0.7453559924999299,2.0,5.0,18.0,3.516304347826087
2396.0,3.7777777777777777,0.7494854201795578,2.0,5.0,18.0,3.777173913043478
5378.0,3.5,1.118033988749895,0.5,5.0,18.0,3.157608695652174
8360.0,3.4444444444444446,0.9844469525927416,1.0,5.0,18.0,3.5760869565217392
1259.0,3.6666666666666665,0.8975274678557507,2.0,5.0,18.0,4.0054945054945055
1356.0,3.9166666666666665,0.75,2.0,5.0,18.0,3.879120879120879
1387.0,3.9444444444444446,1.0122703976826999,2.0,5.0,18.0,4.0054945054945055
2174.0,3.3333333333333335,0.97182531580755,1.0,5.0,18.0,3.4725274725274726
2797.0,3.4444444444444446,0.7617394000445604,2.0,5.0,18.0,3.71978021978022
3948.0,3.2222222222222223,0.9312808119022339,1.0,5.0,18.0,3.4175824175824174
1610.0,3.888888888888889,0.5152010275275392,3.0,5.0,18.0,3.8722222222222222
48780.0,4.0,0.927960727138337,1.5,5.0,18.0,4.0055555555555555
21.0,3.6470588235294117,0.6809315825170721,2.0,5.0,17.0,3.49438202247191
1080.0,3.9411764705882355,0.9530501027070384,1.0,5.0,17.0,3.9269662921348316
19.0,2.5,1.1881770515720091,1.0,5.0,17.0,2.727272727272727
2012.0,3.2058823529411766,1.0298318470595058,1.0,5.0,17.0,3.3693181818181817
2324.0,3.6176470588235294,1.1314931800983143,1.0,5.0,17.0,4.1477272727272725
2916.0,3.588235294117647,0.9430129142283176,1.5,5.0,17.0,3.653409090909091
68157.0,4.235294117647059,0.5178475547546767,3.0,5.0,17.0,4.136363636363637
2011.0,3.4411764705882355,1.1098801331831298,1.0,5.0,17.0,3.5057471264367814
2617.0,3.176470588235294,0.9843059135695007,0.5,4.5,17.0,3.1206896551724137
2791.0,3.7058823529411766,1.125360380571117,1.0,5.0,17.0,3.8563218390804597
5618.0,4.205882352941177,0.708329092870135,2.5,5.0,17.0,4.155172413793103
141.0,3.1470588235294117,1.0256232808330996,1.0,5.0,17.0,3.494186046511628
1246.0,3.911764705882353,1.0034542417195282,1.5,5.0,17.0,3.9593023255813953
1391.0,2.676470588235294,1.4136017459644605,0.5,5.0,17.0,3.0930232558139537
1653.0,4.0588235294117645,0.9055767246082737,2.0,5.0,17.0,3.953488372093023
1307.0,3.5588235294117645,0.8381062852220592,2.0,5.0,17.0,3.8588235294117648
1393.0,3.5588235294117645,0.9374927912064251,1.0,5.0,17.0,3.5941176470588236
5218.0,3.764705882352941,0.5969936214760129,2.0,5.0,17.0,3.6882352941176473
95.0,3.28125,0.9180269263480239,1.5,5.0,16.0,3.0238095238095237
410.0,3.0625,0.6817945071647321,2.0,4.5,16.0,3.1011904761904763
904.0,4.28125,0.7281987623581903,2.5,5.0,16.0,4.261904761904762
1220.0,3.8125,0.982264602843857,1.5,5.0,16.0,3.8095238095238093
32587.0,4.09375,0.7119241093684073,2.5,5.0,16.0,3.857142857142857
1101.0,3.71875,0.9837547649185746,1.5,5.0,16.0,3.3012048192771086
1219.0,4.15625,0.8964992679863157,2.0,5.0,16.0,4.036144578313253
3897.0,3.59375,0.7545435292281023,1.5,4.5,16.0,3.8674698795180724
16.0,4.34375,0.6304450313072505,2.5,5.0,16.0,3.926829268292683
788.0,2.46875,1.268226492981439,0.5,5.0,16.0,2.731707317073171
1584.0,3.71875,0.9514585842273956,2.0,5.0,16.0,3.652439024390244
300.0,3.34375,1.1280341029862528,0.5,5.0,16.0,3.5185185185185186
317.0,3.1875,0.8637671850678283,0.5,4.0,16.0,3.2037037037037037
442.0,3.0625,1.0135796712641785,1.0,5.0,16.0,3.0925925925925926
48394.0,3.59375,1.018865024181319,1.5,5.0,16.0,3.814814814814815
49272.0,4.34375,0.7008644216251814,2.5,5.0,16.0,3.9444444444444446
54286.0,3.8125,0.8637671850678283,1.5,5.0,16.0,3.697530864197531
62.0,3.9375,0.7261843774138906,3.0,5.0,16.0,3.70625
1676.0,3.375,1.1110243021644486,1.0,5.0,16.0,3.33125
2291.0,3.84375,0.764827390657526,2.0,5.0,16.0,3.7
51662.0,3.65625,1.1280341029862528,1.5,5.0,16.0,3.68125
1247.0,3.8333333333333335,1.043498389499902,2.0,5.0,15.0,4.063291139240507
3052.0,3.7333333333333334,0.8537498983243799,2.5,5.0,15.0,3.6455696202531644
6934.0,3.2666666666666666,1.3148721948877347,0.5,5.0,15.0,3.151898734177215
8636.0,4.133333333333334,0.7408703590297624,3.0,5.0,15.0,3.8037974683544302
3751.0,3.566666666666667,0.6289320754704403,2.5,5.0,15.0,3.551282051282051
33493.0,3.4,1.3441230102437303,0.5,5.0,15.0,3.4294871794871793
337.0,3.8,1.0456258094238748,1.5,5.0,15.0,3.7662337662337664
594.0,3.8666666666666667,0.8055363982396381,3.0,5.0,15.0,3.616883116883117
