userId,movieId,tag,timestamp
2,60756,funny,1445714994
2,60756,highly quotable,1445714996
2,60756,will ferrell,1445714992
2,89774,boxing story,1445715207
2,89774,mma,1445715200
2,89774,tom hardy,1445715205
2,106782,drugs,1445715054
2,106782,leonardo dicaprio,1445715051
2,106782,martin scorsese,1445715056
7,48516,way too long,1169687325
18,431,al pacino,1462138765
18,431,gangster,1462138749
18,431,mafia,1462138755
18,1221,al pacino,1461699306
18,1221,mafia,1461699303
18,5995,holocaust,1455735472
18,5995,true story,1455735479
18,44665,twist ending,1456948283
18,52604,anthony hopkins,1457650696
18,52604,courtroom drama,1457650711
18,52604,twist ending,1457650682
18,88094,britpop,1457444500
18,88094,indie record label,1457444592
18,88094,music,1457444609
18,144210,dumpster diving,1455060381
18,144210,sustainability,1455060452
21,1569,romantic comedy,1419805413
21,1569,wedding,1419805419
21,118985,painter,1419805477
21,119141,bloody,1419793962
49,109487,black hole,1493093306
49,109487,sci fi,1493093332
49,109487,time travel,1493093356
62,2,fantasy,1528843929
62,2,magic board game,1528843932
62,2,robin williams,1528843907
62,110,beautiful scenery,1528152541
62,110,epic,1528152532
62,110,historical,1528152523
62,110,inspirational,1528152527
62,110,medieval,1528152528
62,110,mel gibson,1528152521
62,110,oscar (best cinematography),1528152539
62,110,revenge,1528152531
62,110,sword fight,1528152535
62,410,black comedy,1525636607
62,410,christina ricci,1525636685
62,410,christopher lloyd,1525636622
62,410,dark comedy,1525636610
62,410,family,1525636708
62,410,gothic,1525636609
62,2023,al pacino,1525636728
62,2023,andy garcia,1525636768
62,2023,classic,1525636752
62,2023,francis ford coppola,1525636752
62,2023,mafia,1525636733
62,2124,black comedy,1525636847
62,2124,christina ricci,1525636867
62,2124,christopher lloyd,1525636859
62,2124,family,1525636855
62,2124,gothic,1525636849
62,2124,quirky,1525636846
62,2953,family,1525636883
62,2953,funny,1525636885
62,2953,macaulay culkin,1525636890
62,2953,sequel,1525636887
62,3114,animation,1525636903
62,3114,disney,1525636902
62,3114,funny,1525636913
62,3114,original,1525636917
62,3114,pixar,1525636901
62,3114,sequel,1525636910
62,3114,tom hanks,1525636925
62,3578,ancient rome,1528152504
62,3578,epic,1528152469
62,3578,history,1528152467
62,3578,imdb top 250,1528152498
62,3578,revenge,1528152496
62,3578,rome,1528152463
62,3578,russell crowe,1528152465
62,4223,ed harris,1528024869
62,4223,jude law,1528024854
62,4223,rachel weisz,1528024873
62,4223,sniper,1528024852
62,4223,world war ii,1528024877
62,5388,al pacino,1530310809
62,5388,atmospheric,1530310959
62,5388,hilary swank,1530310952
62,5388,robin williams,1530310811
62,6058,sequel,1525555053
62,6058,violent,1525555051
62,6534,dogs,1525554096
62,6534,eric bana,1525554086
62,6534,mad scientist,1525554098
62,6534,marvel,1525554100
62,6541,captain nemo,1525554054
62,6541,comic book,1525554028
62,6541,gothic,1525554056
62,6541,peta wilson,1525554040
62,6541,sean connery,1525554026
62,6541,superhero,1525554051
62,6564,adventure,1525554439
62,6564,angelina jolie,1525554432
62,6564,heroine in tight suit,1525554441
62,7153,adventure,1528152558
62,7153,ensemble cast,1528152578
62,7153,fantasy,1528152556
62,7153,fantasy world,1528152571
62,7153,great soundtrack,1528152575
62,7153,lord of the rings,1528152581
62,7153,scenic,1528152580
62,7153,stylized,1528152577
62,7153,tolkien,1528152561
62,8641,hilarious,1526249138
62,8641,steve carell,1526249156
62,8641,will ferrell,1526249135
62,27660,animation,1525554490
62,27660,anime,1525554488
62,27660,cyberpunk,1525554486
62,27660,dark,1525554500
62,27660,matrix,1525554493
62,27660,sci fi,1525554491
62,27706,dark comedy,1526248598
62,27706,jim carrey,1526248575
62,27706,meryl streep,1526248580
62,27706,quirky,1526248553
62,27706,stylized,1526248601
62,27808,adam sandler,1525554900
62,27808,family,1525554919
62,27808,sweet,1525554922
62,27831,british gangster,1532723304
62,27831,confusing,1532723364
62,27831,daniel craig,1532723305
62,27831,exquisite plotting.,1532723355
62,27831,organized crime,1532723369
62,27831,stylish,1532723356
62,27831,tom hardy,1532723359
62,31658,anime,1525869041
62,31658,fantasy world,1525869051
62,31658,hayao miyazaki,1525869046
62,31658,studio ghibli,1525869044
62,33162,david thewlis,1525554605
62,33162,eva green,1525554550
62,33162,liam neeson,1525554577
62,33162,orlando bloom,1525554511
62,34150,chris evans,1525554141
62,34150,comic book,1525554003
62,34150,heroine in tight suit,1525554138
62,34150,jessica alba,1525554127
62,34150,sexy female scientist,1525554144
62,34150,superhero,1525553977
62,37729,gothic,1530310527
62,37729,helena bonham carter,1530310534
62,37729,johnny depp,1530310529
62,37729,tim burton,1530310526
62,37729,visually appealing,1530310541
62,38061,black comedy,1532723380
62,38061,clever,1532723403
62,38061,fast paced dialogue,1532723406
62,38061,good dialogue,1532723428
62,38061,robert downey jr.,1532723408
62,38061,witty,1532723402
62,45447,adventure,1525637064
62,45447,audrey tautou,1525637075
62,45447,conspiracy theory,1525637062
62,45447,mystery,1525637081
62,45447,paris,1525637079
62,45447,tom hanks,1525637067
62,45447,treasure hunt,1525637084
62,46723,brad pitt,1525554217
62,46723,cate blanchett,1525554227
62,46723,multiple storylines,1525554215
62,46723,social commentary,1525554246
62,46972,ben stiller,1525554254
62,46972,robin williams,1525554255
62,46976,emma thompson,1536874692
62,46976,maggie gyllenhaal,1536874655
62,46976,modern fantasy,1536874658
62,46976,romance,1536874651
62,46976,surreal,1536874662
62,46976,will ferrell,1536874653
62,49130,marion cotillard,1526582371
62,49530,africa,1536874706
62,49530,corruption,1536874704
62,49530,jennifer connelly,1536874701
62,49530,justice,1536874709
62,49530,leonardo dicaprio,1536874698
62,53464,bad acting,1525554797
62,53464,bad jokes,1525554811
62,53464,bad plot,1525554822
62,53464,chris evans,1525554807
62,53464,jessica alba,1525554794
62,53464,marvel,1525554792
62,53464,sexy female scientist,1525554813
62,58047,rachel weisz,1528909364
62,58047,ryan reynolds,1528909347
62,59501,fantasy,1525637507
62,59501,lion,1525637517
62,59501,narnia,1525637508
62,59501,tilda swinton,1525637603
62,60074,bad script,1525554116
62,60074,charlize theron,1525554121
62,60074,will smith,1525554107
62,60126,anne hathaway,1527004240
62,60126,steve carell,1527004238
62,60756,comedy,1528934384
62,60756,funny,1528934381
62,60756,will ferrell,1528934379
62,61024,comedy,1528934218
62,61024,james franco,1528934214
62,61024,seth rogen,1528934216
62,61024,stoner movie,1528934219
62,63992,audience intelligence underestimated,1528934237
62,63992,boring,1528934241
62,63992,chick flick,1528934247
62,63992,overrated,1528934240
62,63992,teen movie,1528934233
62,68848,adrien brody,1527274305
62,68848,con artists,1527274320
62,68848,funny,1527274322
62,68848,interesting characters,1527274324
62,68848,mark ruffalo,1527274316
62,68848,rachel weisz,1527274311
62,71535,bill murray,1529777198
62,71535,dark comedy,1529777189
62,71535,emma stone,1529777192
62,71535,funny,1529777194
62,71535,jesse eisenberg,1529777186
62,71535,woody harrelson,1529777129
62,87430,audience intelligence underestimated,1525555172
62,87430,cgi,1525555168
62,87430,cheesy,1525555170
62,87430,comic book,1525555164
62,87430,dc,1525555176
62,87430,dc comics,1525555184
62,87430,ryan reynolds,1525555162
62,87430,space,1525555182
62,87430,superhero,1525555181
62,88405,comedy,1525554879
62,88405,funny,1525554868
62,88405,happy ending,1525554872
62,88405,hot actress,1525554880
62,88405,justin timberlake,1525554873
62,88405,mila kunis,1525554861
62,88405,new york city,1525554866
62,88405,romance,1525554883
62,88405,sex,1525554864
62,96861,istanbul,1529611262
62,96861,liam neeson,1529611250
62,96861,predictable,1529611266
62,96861,turkey,1529611256
62,96861,unnecessary sequel,1529611269
62,99114,action,1526078792
62,99114,christoph waltz,1526078766
62,99114,funny,1526078778
62,99114,good soundtrack,1526078785
62,99114,great performances,1526078768
62,99114,humour,1526078787
62,99114,leonardo dicaprio,1526078762
62,99114,quentin tarantino,1526078760
62,99114,samuel l. jackson,1526078763
62,99114,soundtrack,1526078781
62,99114,western,1526078773
62,103042,amy adams,1525555328
62,103042,superhero,1525555319
62,104863,daniel radcliffe,1528843968
62,104863,zoe kazan,1528843965
62,107348,comedy,1528935011
62,107348,steve carell,1528935000
62,107348,stupid but funny,1528935013
62,107348,will ferrell,1528935002
62,108190,anti intellectual,1525554841
62,108190,bad writing,1525554835
62,108190,dystopia,1525554830
62,108190,new society,1525554832
62,108190,plot holes,1525554845
62,108190,predictable,1525554847
62,108190,scifi,1525554839
62,108190,unintelligent,1525554843
62,111743,charlize theron,1530471420
62,111743,liam neeson,1530471434
62,111743,seth macfarlane,1530471419
62,111743,witty,1530471417
62,114180,action,1525554460
62,114180,dystopia,1525554450
62,114180,plot holes,1525554454
62,114180,post apocalyptic,1525554458
62,114180,survival,1525554456
62,114180,thriller,1525554471
62,114180,unexplained,1525554473
62,114180,weak plot,1525554463
62,115149,dark hero,1528152251
62,115149,gun fu,1528152257
62,115149,keanu reeves,1528152244
62,115149,revenge,1528152241
62,115149,secret society,1528152258
62,115149,stylish,1528152247
62,116897,black comedy,1528152849
62,116897,dark comedy,1528152859
62,116897,dark humor,1528152847
62,116897,ironic,1528152854
62,116897,multiple short stories,1528152862
62,116897,short stories,1528152852
62,119141,bromance,1525555146
62,119141,comedy,1525555138
62,119141,funny,1525555129
62,119141,james franco,1525555132
62,119141,seth rogen,1525555127
62,122912,comic book,1526029023
62,122912,dr. strange,1526029001
62,122912,great villain,1526029025
62,122912,guardians of the galaxy,1526029015
62,122912,marvel,1526028997
62,122912,mcu,1526028983
62,122912,robert downey jr.,1526028991
62,122912,thanos,1526028985
62,122912,thor,1526029010
62,122912,visually stunning,1526028994
62,128360,characters,1526078910
62,128360,dialogue,1526078902
62,128360,humor,1526078901
62,128360,kurt russell,1526078886
62,128360,quentin tarantino,1526078877
62,128360,samuel l. jackson,1526078883
62,128360,tension building,1526078880
62,128360,violent,1526078912
62,128360,western,1526078899
62,135133,dystopia,1525637480
62,135133,jennifer lawrence,1525637484
62,135133,love story,1525637487
62,135133,nonsense,1525637488
62,135133,politics,1525637499
62,135133,rebellion,1525637483
62,135133,revolution,1525637481
62,135518,ben kingsley,1530471365
62,135518,ethics,1530471346
62,135518,immortality,1530471343
62,135518,ryan reynolds,1530471352
62,135536,bad story,1525555090
62,135536,bad writing,1525555084
62,135536,batman,1525555077
62,135536,ben affleck,1525555106
62,135536,comic book,1525555092
62,135536,dc comics,1525555080
62,135536,good soundtrack,1525555089
62,135536,harley quinn,1525555079
62,135536,harley quinn's ass,1525555094
62,135536,horrible directing,1525555099
62,135536,jared leto,1525555072
62,135536,joker,1525555074
62,135536,lack of plot,1525555069
62,135536,margot robbie,1525555073
62,135536,poor story,1525555087
62,135536,poorly paced,1525555083
62,135536,superhero,1525555103
62,135536,visually appealing,1525555109
62,135536,will smith,1525555076
62,136864,action,1525555242
62,136864,batman,1525555211
62,136864,ben affleck,1525555223
62,136864,dark,1525555227
62,136864,dc comics,1525555225
62,136864,gal gadot,1525555240
62,136864,superhero,1525555243
62,136864,superman,1525555213
62,136864,wonderwoman,1525555233
62,139385,leonardo dicarpio,1526079025
62,139385,survival,1526079019
62,139385,tom hardy,1526079029
62,139385,visually appealing,1526079038
62,158966,building a family,1526076353
62,158966,creative,1526076341
62,158966,freedom,1526076339
62,158966,good writing,1526076350
62,158966,individualism,1526076344
62,158966,viggo mortensen,1526076342
62,168248,action,1528152295
62,168248,dark hero,1528152291
62,168248,gun tactics,1528152287
62,168248,hitman,1528152293
62,168248,keanu reeves,1528152284
62,168248,organized crime,1528152289
62,168248,secret society,1528152282
62,174053,dystopia,1525637341
62,174053,future,1525637343
62,174053,interesting,1525637346
62,174053,jon hamm,1525637384
62,174053,thought provoking,1525637344
62,179401,action,1528934538
62,179401,comedy,1528934534
62,179401,dwayne johnson,1528934540
62,179401,funny,1528934536
62,183611,comedy,1526244689
62,183611,funny,1526244688
